day,wake_time_min,sleep_start_min,screen_after_wake_min,prep_min,commute_min,arrival_time_min,late
Mon,296,7,14.1,27.8,56.4,381.9,0
Fri,488,0,0.0,15.6,18.3,531.9,1
Fri,471,131,2.5,18.7,11.0,489.3,1
Wed,276,1378,19.4,24.5,21.5,332.3,0
Fri,270,1252,41.0,19.4,21.4,359.5,0
Tue,467,127,12.9,30.2,23.5,534.0,1
Thu,500,129,0.0,13.0,79.9,600.8,1
Mon,270,20,1.6,37.0,28.3,334.2,0
Fri,270,1247,3.1,20.9,15.8,309.8,0
Tue,334,2,0.1,31.2,6.9,382.5,0
Fri,570,65,6.0,19.7,11.8,609.4,1
Fri,555,35,0.0,20.5,5.2,581.0,1
Wed,570,91,0.0,23.0,41.7,644.8,1
Wed,385,85,6.7,16.3,6.4,394.4,0
Tue,562,159,0.4,22.8,7.9,591.2,1
Mon,371,80,7.3,27.6,2.4,402.5,0
Mon,551,122,14.0,6.0,0.6,564.9,1
Fri,439,1430,108.2,33.6,41.5,572.6,1
Thu,282,1239,3.0,38.0,1.6,323.7,0
Fri,270,1306,0.0,35.2,7.1,306.5,0
Tue,333,99,6.9,35.1,15.7,383.9,0
Wed,570,138,0.0,30.9,5.1,609.5,1
Fri,570,113,0.0,12.1,24.9,603.1,1
Mon,383,1286,21.8,21.5,4.3,420.5,0
Mon,270,1220,10.6,44.7,20.8,344.5,0
Wed,414,1225,1.1,24.2,9.1,449.2,0
Tue,440,98,4.9,26.3,4.1,475.8,1
Tue,270,1256,0.0,39.3,2.4,306.1,0
Wed,423,1376,21.0,23.0,13.9,475.1,0
Mon,375,18,4.4,37.1,12.6,420.7,0
Tue,478,58,7.9,34.3,7.6,513.9,0
Thu,270,1204,3.2,36.4,75.6,385.0,0
Wed,465,106,2.8,34.1,11.5,500.0,1
Fri,311,1278,16.5,35.9,21.4,363.3,0
Thu,321,1315,7.1,15.6,24.8,362.5,0
Thu,270,1195,18.9,29.6,23.3,331.8,0
Mon,511,94,3.3,9.0,48.8,567.9,1
Tue,528,100,3.8,7.4,4.5,543.5,1
Mon,510,103,9.5,27.9,92.0,642.6,1
Fri,468,1404,12.8,23.5,80.2,597.0,1
Wed,521,118,4.1,34.1,4.0,561.1,1
Wed,570,77,1.6,20.8,15.6,617.0,1
Tue,509,52,9.2,13.6,12.8,548.2,1
Thu,568,127,4.3,34.9,10.2,622.3,1
Fri,543,88,0.0,23.1,7.3,572.9,1
Wed,497,93,5.2,18.6,31.8,557.6,1
Thu,558,49,9.7,10.3,17.1,595.6,1
Mon,419,1351,5.2,28.7,19.6,470.8,1
Tue,562,119,0.0,33.4,5.8,600.1,1
Tue,430,1429,0.0,30.1,5.0,472.4,0
Tue,270,1406,5.3,46.5,19.3,340.4,0
Tue,270,1318,30.4,41.8,75.8,400.5,0
Fri,363,1364,2.2,19.9,20.9,408.9,0
Wed,570,135,0.4,16.3,13.3,592.5,1
Mon,270,1285,10.4,28.4,86.8,393.6,0
Thu,560,155,0.6,21.9,38.7,633.7,1
Wed,305,1409,21.0,15.0,26.1,365.0,0
Mon,510,75,0.0,18.3,6.2,546.1,1
Thu,400,80,16.4,22.4,19.5,456.7,0
Wed,270,1290,0.0,36.2,36.0,346.7,0
Wed,485,139,8.5,30.6,6.5,516.1,0
Thu,507,39,0.0,27.3,40.1,564.9,1
Wed,360,130,3.2,42.2,3.2,402.5,0
Fri,570,123,3.1,6.0,9.6,576.0,1
Mon,485,100,8.4,16.1,13.3,521.1,1
Mon,564,165,1.4,14.3,49.0,627.2,1
Mon,530,118,14.8,31.7,7.4,583.0,1
Thu,570,182,7.8,12.9,16.1,609.5,1
Mon,417,108,11.4,17.7,3.7,452.6,0
Fri,504,114,5.6,31.7,10.8,554.0,1
Wed,366,1382,0.1,39.6,6.4,412.5,0
Thu,319,1385,32.6,27.4,24.3,391.5,0
Wed,518,115,0.0,22.1,18.3,556.2,1
Tue,557,110,3.9,23.3,19.8,614.9,1
Mon,570,119,8.9,12.0,53.2,630.2,1
Wed,482,83,4.0,15.1,27.6,522.9,1
Fri,284,91,20.6,44.9,33.2,387.4,0
Thu,386,1438,4.0,27.4,34.7,434.6,0
Wed,525,1414,7.3,30.8,20.4,572.4,1
Fri,270,1225,31.5,18.3,32.6,334.7,0
Tue,369,1429,1.4,23.6,13.1,395.3,0
Wed,270,1296,11.2,20.8,38.0,328.3,0
Mon,380,102,28.2,29.3,25.7,440.7,0
Thu,335,1230,8.0,30.7,45.0,412.9,0
Wed,332,21,2.4,43.8,17.1,392.4,0
Thu,490,1405,0.5,27.1,7.3,519.0,1
Tue,570,8,0.0,12.1,15.5,603.3,1
Mon,435,1385,0.0,27.3,12.1,484.0,1
Thu,432,1292,98.0,27.0,27.4,537.4,1
Mon,570,113,5.8,13.1,11.8,595.7,1
Wed,270,1192,3.5,37.8,10.1,315.1,0
Wed,283,1267,31.3,22.2,4.7,327.1,0
Wed,484,109,3.9,26.2,70.5,582.6,1
Thu,427,36,17.1,18.8,47.3,503.9,1
Tue,438,97,40.2,25.0,0.0,492.4,1
Fri,282,1263,2.1,38.0,4.6,330.0,0
Fri,381,1383,0.7,40.1,45.7,465.3,1
Tue,340,33,41.0,23.3,83.3,479.9,0
Thu,432,42,4.2,42.7,0.6,478.9,0
Tue,270,1212,38.1,38.7,13.4,338.5,0
Fri,270,1399,4.4,37.2,11.8,321.7,0
Wed,392,22,0.0,20.8,15.9,428.1,0
Tue,570,68,0.5,20.9,73.2,666.9,1
Tue,570,74,0.8,19.5,26.1,616.3,1
Wed,376,33,12.2,25.6,0.0,415.7,0
Tue,410,90,1.1,34.7,42.0,471.6,0
Wed,502,66,3.1,40.1,35.8,577.1,1
Wed,270,1229,93.4,31.4,59.9,416.5,0
Wed,481,59,7.5,10.0,45.4,534.5,1
Tue,286,1214,17.3,32.0,25.4,356.6,0
Fri,515,138,3.1,8.8,20.9,538.4,1
Fri,448,101,0.0,29.1,47.4,529.3,1
Tue,420,111,5.0,39.1,46.5,508.6,1
Mon,555,41,7.3,18.0,48.2,624.9,1
Thu,270,1299,7.5,31.3,27.8,333.5,0
Fri,389,1395,1.0,24.5,24.3,442.9,0
Thu,270,1247,13.3,42.7,14.2,330.6,0
Wed,570,146,0.0,29.6,37.1,632.2,1
Wed,395,120,10.6,26.5,87.7,509.8,1
Tue,387,19,17.3,46.8,6.3,458.2,0
Tue,318,1306,0.0,12.1,18.1,347.8,0
Tue,570,111,7.0,21.0,34.4,625.4,1
Fri,366,6,0.2,32.0,50.1,448.0,0
Thu,459,27,5.7,22.8,44.9,529.5,1
Tue,310,56,10.9,26.8,42.8,396.4,0
Wed,270,1313,32.7,35.3,30.8,364.7,0
Wed,442,114,6.2,30.1,21.6,502.9,1
Tue,476,25,2.7,14.1,31.5,529.0,1
Mon,506,85,7.1,21.2,66.5,602.1,1
Tue,491,62,5.3,31.6,5.7,540.2,1
Wed,425,1379,12.3,24.5,9.4,460.1,0
Fri,453,53,30.3,38.5,13.9,526.3,1
Thu,520,62,2.3,6.9,31.4,562.8,1
Mon,558,116,12.5,16.0,21.1,607.8,1
Mon,461,1323,3.9,21.7,4.3,481.5,0
Tue,487,14,3.1,24.5,4.9,526.3,1
Fri,540,111,0.4,11.8,8.2,566.3,1
Fri,570,142,0.0,21.0,35.9,638.3,1
Wed,327,1388,6.4,16.6,34.8,394.4,0
Thu,296,18,0.7,31.9,22.2,343.6,0
Mon,497,1438,13.2,18.6,23.4,548.7,1
Fri,270,1363,7.2,33.0,86.0,385.9,0
Tue,282,1399,9.3,51.9,34.9,374.3,0
Mon,465,31,4.3,36.6,13.0,526.8,1
Thu,550,88,0.0,20.3,12.1,570.6,1
Fri,270,1212,0.0,23.7,0.0,292.6,0
Wed,414,26,29.6,19.8,39.8,487.5,1
Fri,340,1422,61.7,31.0,8.6,408.8,0
Thu,326,1351,2.9,36.1,16.6,406.0,0
Mon,434,67,22.2,25.6,40.1,525.7,1
Tue,570,79,4.9,6.0,3.4,577.2,1
Thu,270,1245,0.0,38.7,9.4,324.5,0
Fri,445,1394,46.8,31.0,13.3,494.1,1
Mon,500,66,7.9,14.5,11.6,521.0,1
Fri,391,133,41.4,39.9,20.4,492.5,1
Mon,274,1429,7.5,27.3,22.9,334.4,0
Tue,570,57,5.7,9.2,18.4,593.7,1
Wed,275,44,41.2,37.7,12.6,351.2,0
Wed,460,3,9.3,26.8,81.7,561.1,1
Mon,472,129,7.2,30.3,9.7,518.1,1
Thu,343,1253,9.2,26.3,11.5,397.8,0
Mon,308,1434,11.0,39.3,4.9,351.5,0
Thu,570,74,5.3,14.1,59.7,657.8,1
Tue,513,1427,1.8,20.9,10.1,543.0,1
Wed,335,2,12.5,25.3,9.7,373.0,0
Wed,570,55,3.5,23.5,4.2,611.0,1
Tue,270,1228,35.9,39.0,28.5,354.2,0
Thu,522,31,3.7,6.0,18.2,547.8,1
Thu,270,1245,11.3,50.2,0.5,329.3,0
Mon,570,14,7.2,15.9,4.8,575.8,1
Fri,483,116,0.0,17.8,0.0,510.7,1
Tue,288,1359,4.6,28.3,17.0,334.9,0
Thu,453,12,4.2,25.3,48.1,528.5,1
Mon,270,1180,1.8,37.7,33.7,342.6,0
Tue,320,73,63.9,37.0,78.9,465.3,1
Fri,500,116,7.7,26.1,43.7,592.5,1
Fri,295,1364,29.4,29.2,33.0,364.3,0
Fri,408,1424,0.0,35.5,23.3,465.3,0
Mon,570,141,5.1,6.0,9.6,577.7,1
Fri,448,1374,0.4,28.1,24.3,502.0,1
Mon,270,1346,2.0,32.2,4.9,320.9,0
Fri,325,1385,0.4,16.2,36.6,383.6,0
Tue,334,1259,2.5,32.2,5.4,360.8,0
Wed,270,1307,11.1,35.7,23.6,339.4,0
Mon,270,1264,10.3,49.1,74.2,405.3,0
Mon,270,1294,35.0,23.9,12.9,323.0,0
Thu,469,94,8.6,26.8,0.0,500.5,0
Mon,319,52,17.7,37.5,15.8,374.2,0
Mon,570,81,15.1,12.0,40.9,621.3,1
Mon,270,1296,38.0,35.6,60.7,395.6,0
Fri,535,106,0.0,6.0,14.3,536.7,1
Wed,414,1414,26.7,28.6,34.8,493.0,0
Mon,570,31,3.8,31.0,38.9,629.2,1
Wed,471,82,0.0,25.2,32.6,545.3,1
Thu,270,1306,1.2,16.8,20.9,304.7,0
Thu,270,1324,3.2,21.7,22.9,330.0,0
Thu,394,20,50.0,13.6,13.0,449.6,0
Tue,270,1281,0.0,17.9,8.3,302.6,0
Mon,570,50,6.2,15.4,7.4,598.1,1
Thu,270,1320,0.0,53.2,13.0,336.3,0
Tue,499,127,9.6,23.3,8.4,538.8,1
Fri,570,97,6.6,11.6,35.3,601.4,1
Thu,541,1416,5.2,12.6,5.8,566.7,1
Thu,397,1227,3.0,34.7,29.4,456.0,0
Tue,334,76,12.6,21.6,42.1,398.0,0
Mon,379,1326,9.6,33.5,6.1,423.7,0
Wed,333,1394,28.3,42.9,42.6,435.4,0
Mon,570,43,9.0,9.0,18.6,602.1,1
Wed,465,32,1.9,23.5,10.6,508.3,1
Wed,334,1357,27.7,14.9,41.6,407.7,0
Thu,453,20,11.3,28.3,11.9,501.8,1
Tue,270,1274,12.9,52.5,1.6,319.1,0
Thu,295,30,39.5,41.2,18.7,366.8,0
Thu,284,1225,13.0,24.1,7.9,327.0,0
Thu,291,1420,0.0,30.1,10.8,329.5,0
Mon,570,88,4.3,18.3,0.0,590.5,1
Thu,270,1285,7.6,30.0,9.9,327.1,0
Mon,311,1256,39.3,31.0,38.4,406.2,0
Thu,270,1436,13.1,36.3,30.1,349.6,0
Fri,320,1381,39.9,45.0,53.0,437.7,0
Fri,270,1279,12.0,31.5,25.1,316.6,0
Fri,570,140,9.0,13.2,15.4,614.4,1
Tue,509,1392,0.0,30.8,15.3,558.3,1
Wed,554,94,5.6,26.4,37.1,621.8,1
Tue,320,1352,0.9,28.8,24.8,382.5,0
Wed,270,1305,1.9,30.7,8.7,324.9,0
Fri,333,34,20.0,27.7,22.7,380.9,0
Wed,570,92,8.0,26.4,25.1,623.6,1
Thu,430,36,36.8,25.7,92.6,569.8,1
Fri,515,53,4.3,15.6,8.0,549.7,1
Fri,381,1389,15.7,11.8,13.2,420.4,0
Wed,433,108,3.9,27.2,0.0,463.7,1
Fri,313,1390,74.6,41.9,4.7,399.1,0
Mon,448,91,10.2,24.1,41.1,508.6,1
Mon,270,23,3.0,35.3,73.6,380.9,0
Wed,374,39,26.2,24.8,20.4,440.0,0
Fri,433,13,1.4,25.9,26.3,476.0,0
Thu,555,75,1.3,16.9,12.9,582.5,1
Tue,570,108,8.3,11.2,26.0,603.1,1
Thu,502,56,2.8,17.2,56.1,574.1,1
Thu,304,75,6.6,44.6,31.9,389.2,0
Wed,570,111,5.8,25.9,35.9,641.2,1
Thu,270,1295,19.8,42.4,11.2,339.1,0
Thu,371,1405,97.2,26.4,18.9,464.1,1
Fri,459,136,4.8,24.5,6.6,498.9,1
Tue,542,1,1.1,12.1,51.8,623.4,1
Fri,524,98,10.5,16.3,8.6,556.8,1
Fri,329,81,36.4,29.4,42.7,435.4,0
Wed,520,144,3.1,23.6,14.7,554.7,1
Tue,270,1307,15.4,38.7,17.7,331.0,0
Fri,444,1408,3.2,24.9,18.0,481.8,1
Tue,376,57,0.0,21.8,33.2,428.9,0
Mon,570,83,3.2,16.4,2.3,589.8,1
Tue,270,1317,36.5,53.3,26.7,375.9,0
Thu,348,41,10.2,12.4,41.3,416.8,0
Mon,346,112,3.3,32.7,18.1,390.9,0
Fri,270,1199,14.0,26.8,21.5,337.7,0
Mon,570,105,6.0,29.8,3.5,615.7,1
Fri,442,122,0.0,21.1,20.4,484.3,0
Tue,270,1310,17.0,35.0,10.2,323.0,0
Mon,379,44,1.1,39.6,5.3,436.7,0
Tue,372,1398,29.8,46.7,4.7,447.1,0
Wed,270,1218,0.0,37.5,33.1,335.5,0
Thu,493,38,0.8,33.1,18.4,547.6,1
Wed,570,102,7.1,16.1,45.5,633.2,1
Tue,484,151,10.1,18.8,4.7,506.3,1
Thu,467,92,4.4,27.8,17.1,488.1,1
Thu,561,88,0.0,6.0,18.4,579.5,1
Tue,312,46,7.4,38.3,15.4,383.3,0
Mon,275,1402,10.2,45.0,0.1,324.1,0
Thu,463,129,2.4,21.4,39.9,519.6,1
Thu,570,98,6.6,19.9,26.0,618.2,1
Tue,570,101,0.0,12.1,18.4,600.0,1
Wed,361,1273,39.8,19.8,17.7,430.2,0
Fri,503,75,2.1,20.0,57.4,586.2,1
Tue,270,1288,14.8,30.5,11.1,321.3,0
Fri,514,146,4.2,12.3,42.3,574.8,1
Wed,270,1275,5.5,43.2,39.5,376.6,0
Wed,401,19,5.1,17.8,41.2,462.6,0
Mon,270,1223,0.0,30.4,31.7,331.9,0
Thu,477,57,5.4,24.7,0.0,499.5,1
Thu,289,1278,60.8,44.4,40.3,419.6,0
Wed,270,1227,9.6,39.5,3.3,320.9,0
Tue,493,43,3.5,10.3,7.9,518.1,1
Fri,570,131,1.0,14.6,15.6,597.8,1
Wed,270,1389,10.4,45.5,4.2,327.6,0
Mon,288,15,0.0,14.2,20.4,336.2,0
Thu,325,1229,30.0,32.3,13.7,391.8,0
Fri,505,42,1.8,16.5,77.4,597.9,1
Tue,515,39,0.0,10.6,9.6,532.4,1
Wed,460,1339,0.0,33.3,23.9,517.9,1
Mon,396,1287,4.4,31.4,22.4,453.2,0
Tue,431,74,0.0,35.1,76.0,538.5,1
Tue,298,1347,5.4,38.1,41.7,375.7,0
Wed,292,9,5.0,39.7,11.3,354.0,0
Fri,270,1282,14.5,39.8,6.1,330.5,0
Fri,409,43,23.0,33.9,25.2,485.8,1
Fri,397,1394,30.1,24.8,63.6,523.7,1
Tue,316,1273,0.0,34.7,43.1,398.4,0
Mon,358,38,13.0,47.4,32.6,451.4,0
Tue,392,30,8.3,31.3,19.8,449.2,0
Fri,337,111,7.3,37.6,7.5,406.5,0
Tue,417,1414,28.9,20.3,7.8,454.0,0
Wed,280,1366,2.2,19.4,14.4,315.2,0
Thu,412,1415,6.0,34.0,13.2,461.2,0
Thu,352,52,1.7,26.4,34.5,422.6,0
Tue,270,1340,0.0,21.0,3.9,294.1,0
Mon,435,106,4.6,26.7,13.1,476.6,1
Fri,570,91,6.7,15.1,40.6,628.8,1
Mon,440,105,16.6,20.8,7.9,470.6,1
Mon,401,1263,7.5,27.6,11.5,453.3,0
Thu,470,1389,10.5,33.5,2.9,509.7,1
Mon,270,1348,11.3,36.4,29.2,338.0,0
Fri,570,13,5.4,12.8,15.0,600.2,1
Mon,314,1315,2.1,19.4,18.6,348.9,0
Tue,270,1255,42.6,29.0,8.8,320.5,0
Thu,551,18,1.1,19.9,47.2,616.2,1
Wed,498,144,6.5,18.1,22.2,562.5,1
Tue,448,59,40.8,26.1,13.9,518.5,1
Fri,570,84,0.0,33.1,22.0,610.2,1
Fri,270,1313,26.5,27.7,32.8,344.5,0
Mon,270,1288,1.2,33.6,10.8,332.8,0
Thu,471,152,0.5,34.3,28.0,548.9,1
Thu,386,10,9.9,12.4,0.0,409.5,0
Wed,502,106,0.7,6.0,67.5,579.1,1
Thu,570,142,1.5,18.4,3.1,597.6,1
Fri,521,66,2.1,31.2,43.1,593.0,1
Tue,479,89,2.8,36.5,24.1,533.2,1
Fri,270,1256,3.4,36.1,23.3,329.3,0
Mon,570,192,4.2,25.2,82.2,685.3,1
Mon,270,1391,34.0,23.1,5.3,314.2,0
Mon,414,31,0.0,24.6,6.1,436.5,0
Fri,487,6,0.0,31.8,6.0,524.2,1
Mon,549,19,5.7,18.7,20.1,590.5,1
Mon,270,1328,0.0,35.5,35.3,346.2,0
Wed,472,139,7.8,8.1,12.7,498.3,1
Wed,328,1237,9.9,17.2,46.4,392.9,0
Tue,314,29,20.8,34.3,8.2,379.3,0
Thu,484,8,0.5,18.2,45.1,548.1,1
Fri,338,1380,17.3,20.1,11.3,379.5,0
Tue,270,1244,3.3,36.9,12.3,323.6,0
Wed,325,1410,21.4,36.9,5.7,377.4,0
Tue,506,39,8.6,18.4,33.8,560.0,1
Tue,270,1404,11.3,36.7,12.9,323.6,0
Thu,270,14,39.9,38.1,36.4,357.4,0
Fri,570,110,0.0,20.4,0.0,602.1,1
Mon,376,1348,3.4,37.6,4.1,419.9,0
Wed,455,1335,70.6,10.2,45.4,567.6,1
Wed,559,44,4.2,6.0,53.0,634.4,1
Thu,548,65,3.7,28.2,0.0,583.8,1
Tue,455,103,8.6,33.6,38.0,532.0,1
Wed,277,1,22.8,45.4,14.4,359.7,0
Fri,414,1316,9.0,23.0,42.6,478.7,1
Fri,568,24,10.1,24.6,28.1,630.2,1
Fri,370,65,14.5,25.5,28.4,441.2,0
Mon,355,28,12.0,36.6,41.2,450.1,0
Fri,270,1341,26.1,49.4,17.4,367.0,0
Tue,519,1421,3.5,6.6,12.1,539.2,1
Tue,270,1295,1.5,35.4,17.3,313.5,0
Fri,563,114,3.1,21.8,18.8,620.4,1
Mon,270,1317,24.7,40.5,3.3,328.4,0
Tue,520,146,5.4,25.7,5.1,562.0,1
Wed,570,104,7.4,20.3,15.5,611.5,1
Wed,270,1227,13.2,45.3,5.0,342.3,0
Fri,360,115,11.8,35.8,18.7,421.8,0
Fri,270,1276,0.0,28.5,3.4,303.7,0
Tue,481,131,14.0,31.0,91.7,618.9,1
Mon,397,1415,0.2,42.7,0.0,437.9,0
Tue,351,1419,2.8,36.9,19.2,411.0,0
Wed,384,58,18.0,34.8,35.9,484.4,0
Tue,569,132,7.3,17.7,27.4,622.6,1
Thu,366,97,9.4,32.6,18.4,403.8,0
Tue,543,52,0.0,29.3,46.2,624.6,1
Tue,361,81,11.1,32.7,24.2,420.8,0
Mon,387,39,43.9,29.3,0.5,447.3,0
Thu,385,1325,6.2,22.0,31.9,446.9,0
Mon,493,140,0.0,14.2,33.1,537.5,1
Wed,409,103,44.8,22.8,30.1,487.9,0
Mon,570,102,8.9,8.6,10.5,594.8,1
Tue,475,98,1.4,13.3,22.7,510.8,1
Fri,457,60,3.8,16.4,34.9,507.0,1
Mon,332,1431,12.7,20.8,24.3,385.4,0
Fri,270,7,5.6,39.2,16.8,320.9,0
Tue,270,1257,8.5,28.1,11.6,321.1,0
Fri,390,93,45.6,25.2,38.5,486.3,1
Fri,408,1424,3.2,31.1,46.0,492.5,1
Thu,570,110,2.5,16.3,15.7,610.9,1
Tue,310,1434,18.4,35.8,22.7,372.3,0
Tue,331,1263,4.1,40.5,59.5,435.2,0
Thu,270,1195,7.5,26.8,10.0,311.3,0
Mon,329,63,18.8,29.0,10.8,376.8,0
Thu,290,60,89.4,41.5,5.9,392.0,0
Tue,470,100,2.6,21.9,22.7,509.7,1
Tue,342,33,14.3,31.1,3.1,383.4,0
Tue,270,1252,9.3,57.1,17.2,352.6,0
Tue,270,1280,8.6,34.5,54.0,346.4,0
Fri,439,34,10.3,13.1,38.4,496.5,1
Tue,444,25,25.0,21.6,53.3,527.4,1
Thu,353,1413,37.0,27.4,37.3,436.2,0
Wed,279,87,41.7,31.1,5.2,354.9,0
Tue,378,37,8.0,38.0,9.1,430.4,0
Fri,270,16,109.2,31.3,25.8,404.4,0
Fri,554,12,1.8,6.0,14.4,571.8,1
Mon,474,1376,2.2,18.0,19.8,523.0,1
Fri,568,93,6.7,35.2,38.4,650.1,1
Fri,570,80,7.9,10.4,21.9,583.4,1
Tue,270,1240,9.7,41.0,18.3,355.5,0
Wed,374,144,8.1,19.4,25.1,425.5,0
Thu,270,19,0.0,41.2,51.0,377.9,0
Mon,512,20,0.0,14.8,30.5,546.4,1
Tue,387,82,15.0,32.3,36.9,452.9,0
Thu,455,63,42.0,28.6,39.9,530.5,1
Fri,570,67,10.5,7.2,10.7,586.5,1
Thu,270,1233,15.7,40.1,33.5,354.5,0
Tue,442,75,8.8,11.5,19.8,468.5,0
Fri,494,53,0.0,17.9,42.6,563.0,1
Wed,475,79,4.7,19.9,8.7,506.1,1
Tue,270,46,4.5,36.8,61.2,350.5,0
Thu,570,127,6.6,13.0,2.4,596.0,1
Wed,302,1417,47.5,23.4,35.3,390.2,0
Tue,570,8,1.3,6.0,5.7,589.8,1
Wed,341,74,3.0,30.6,39.7,404.1,0
Mon,270,1286,4.4,35.0,29.3,342.3,0
Thu,377,1419,23.0,34.2,1.9,429.6,0
Thu,459,98,10.0,27.2,34.2,524.8,1
Fri,570,20,1.4,18.3,14.9,606.6,1
Fri,270,1215,30.7,32.6,0.1,325.1,0
Fri,270,1297,4.9,27.3,6.2,305.1,0
Thu,458,94,0.0,27.7,9.6,494.5,1
Fri,570,100,0.0,11.3,27.7,593.7,1
Mon,496,47,1.6,21.3,14.2,547.7,1
Thu,410,30,9.1,19.8,33.9,465.4,0
Mon,270,1333,31.5,43.1,29.3,351.2,0
Thu,363,110,31.2,23.0,33.1,443.3,0
Tue,519,76,1.1,19.1,31.5,566.9,1
Thu,336,1439,29.5,21.6,37.2,420.4,0
Tue,530,139,4.9,23.0,22.0,563.0,1
Mon,410,22,20.9,10.0,14.3,441.6,1
Fri,411,86,0.0,34.7,20.0,468.3,1
Wed,270,1272,3.5,42.9,54.7,378.8,0
Wed,377,49,28.3,41.8,12.9,451.9,0
Fri,567,93,2.8,14.6,10.1,590.0,1
Tue,270,29,7.4,22.6,21.9,317.3,0
Tue,473,106,10.0,23.9,7.9,516.6,1
Fri,313,1405,22.3,35.7,7.5,360.2,0
Fri,489,107,2.4,13.3,1.6,500.2,1
Mon,557,104,5.3,27.6,12.1,614.4,1
Mon,270,0,43.0,49.5,12.0,350.4,0
Mon,521,43,5.1,26.4,43.2,582.3,1
Fri,553,1434,4.8,10.2,41.0,609.5,1
Mon,270,1407,12.8,24.2,63.4,362.4,0
Fri,270,1301,10.0,29.2,20.0,331.8,0
Wed,396,1255,6.1,26.9,70.1,512.7,1
Tue,270,1215,20.9,13.3,36.7,341.2,0
Fri,474,133,3.1,6.0,5.0,489.7,1
Tue,558,109,2.5,26.3,39.3,620.6,1
Thu,331,1308,23.8,48.8,19.7,415.9,0
Fri,356,12,4.4,29.8,25.8,429.0,0
Mon,270,1258,22.5,38.3,47.2,369.8,0
Mon,539,1429,3.4,15.8,68.2,620.6,1
Fri,570,92,2.8,21.2,16.1,627.9,1
Wed,458,1416,7.8,22.7,53.6,533.1,1
Thu,570,134,0.0,12.2,16.6,591.5,1
Mon,466,94,0.0,24.7,15.1,499.6,0
Fri,570,29,5.4,27.8,33.6,631.2,1
Fri,336,1351,22.9,36.1,23.0,403.5,0
Fri,424,1420,2.3,20.7,42.5,492.1,1
Mon,545,166,5.7,20.0,11.3,589.4,1
Thu,552,150,10.0,21.7,43.2,614.9,1
Fri,537,1438,3.1,11.7,37.0,587.0,1
Fri,464,1425,2.3,30.3,36.3,521.8,1
Wed,270,1283,14.2,23.3,6.9,291.0,0
Thu,570,77,1.7,24.4,14.8,619.4,1
Mon,326,98,4.9,33.7,37.3,393.4,0
Fri,570,149,1.4,17.4,13.3,599.6,1
Thu,570,15,1.6,6.0,30.8,600.9,1
Mon,458,89,0.5,12.6,9.2,493.5,0
Fri,570,162,6.4,16.4,89.9,687.4,1
Wed,270,1218,25.9,51.9,41.8,388.6,0
Mon,326,1324,14.8,28.2,16.0,380.6,0
Thu,291,1404,15.3,40.7,80.2,432.9,0
Fri,280,27,0.0,23.8,5.1,305.8,0
Mon,407,80,4.1,21.1,5.9,452.4,0
Wed,353,101,1.0,19.6,37.8,422.3,0
Thu,270,26,22.6,43.0,47.1,387.1,0
Mon,496,71,5.8,34.1,0.8,531.2,1
Wed,570,150,2.4,11.0,77.5,653.6,1
Wed,270,1223,9.7,36.5,22.5,328.5,0
Thu,270,1324,14.7,50.1,0.2,337.4,0
Thu,372,97,42.2,26.1,14.2,439.6,0
Thu,354,1272,30.4,25.0,0.0,389.4,0
Mon,326,1431,3.3,23.9,85.4,443.7,0
Wed,270,1370,14.7,25.2,41.2,363.2,0
Tue,482,24,8.8,20.6,56.8,555.0,1
Tue,570,200,4.6,9.7,2.0,590.3,1
Mon,391,43,0.0,36.5,0.0,424.6,0
Tue,305,50,9.5,36.2,12.0,346.5,0
Tue,303,1300,3.5,39.5,15.9,351.4,0
Tue,398,1323,0.0,23.7,51.6,466.7,0
Wed,424,1416,52.1,28.2,8.4,487.3,1
Mon,270,129,11.8,28.4,42.1,350.1,0
Mon,506,24,4.3,26.8,11.2,556.7,1
Thu,458,162,0.0,20.5,28.0,506.9,1
Tue,270,1296,4.6,46.4,44.4,362.6,0
Tue,460,139,4.8,14.0,71.8,558.9,1
Wed,334,1402,10.1,30.3,78.1,459.6,0
Mon,422,72,16.7,35.7,17.0,480.9,0
Tue,288,1406,12.6,20.0,23.5,343.6,0
Mon,570,132,3.9,17.7,22.8,600.0,1
Wed,478,117,8.6,28.7,37.7,545.5,1
Mon,531,43,12.6,9.3,6.2,554.4,1
Wed,282,1397,0.5,49.6,4.4,328.8,0
Fri,282,1399,7.3,52.6,38.1,359.3,0
Mon,282,1407,12.8,34.8,40.3,371.5,0
Thu,270,127,17.6,21.3,24.4,324.5,0
Fri,570,99,0.6,14.3,35.8,600.6,1
Thu,382,48,9.2,9.1,8.8,412.6,0
Thu,270,1416,6.2,40.5,0.0,325.2,0
Mon,435,133,18.1,31.0,53.2,529.3,1
Fri,485,139,1.0,35.6,14.8,549.8,1
Thu,461,85,10.3,31.3,4.1,503.1,1
Thu,538,26,16.8,33.0,51.7,633.9,1
Mon,481,73,8.1,18.0,30.7,534.5,1
Fri,374,1339,38.2,39.5,33.6,467.2,0
Tue,270,1261,24.2,34.0,11.7,339.1,0
Wed,552,1420,4.1,26.9,8.9,587.0,1
Thu,551,60,4.2,24.0,0.0,582.2,1
Mon,403,73,6.1,33.5,3.9,448.2,0
